id,Temperature,Humidity,Light,CO2,HumidityRatio,Occupied
215,23.2,28.4175,464,1112.75,0.005002016,yes
216,23.23,28.5,449,1104.5,0.005025831,yes
217,23.29,28.5,464,1108,0.005044229,yes
218,23.215,28.63333333,462.3333333,1127.833333,0.005044923,yes
219,23.2,28.6,469,1128.75,0.005034399,yes
220,23.2,28.65,469,1124.25,0.005043272,yes
221,23.2,28.62,469,1130.4,0.005037948,yes
222,23.2,28.7,464,1138,0.005052145,yes
223,23.2,28.7,456.5,1144,0.005052145,yes
224,23.2,28.718,457,1140,0.005055339,yes
225,23.2,28.79,450.25,1139.25,0.005068117,yes
226,23.2,28.79,446,1167.333333,0.005068117,yes
227,23.14,28.79,451.6,1159.6,0.005049618,yes
228,23.15,28.89,454.75,1157.75,0.005070391,yes
229,23.15,28.89,448,1159.5,0.005070391,yes
230,23.18,28.83,444,1156.4,0.005069034,yes
231,23.11666667,28.945,444,1160,0.005069809,yes
232,23.14,28.956,444,1169.8,0.005078972,yes
233,23.1,29,444,1176.166667,0.005074362,yes
234,23.1,29.075,444,1175.25,0.005087593,yes
235,23.1,28.918,444,1166.6,0.005059897,yes
236,23.1,27.925,444,1140.25,0.004884784,yes
237,23.06,27.772,444,1089.2,0.004845979,yes
238,23.02,27.556,435,1042.6,0.004796284,yes
239,23.01,27.81883333,432,1051.1,0.004839435,yes
240,23,28.08166667,429,1059.6,0.004882538,yes
241,23,27.956,429,1064.6,0.004860518,yes
242,22.98166667,27.90833333,429,1061.666667,0.004846741,yes
243,23,27.92666667,429,1058.333333,0.004855378,yes
244,23,28.018,429,1061.6,0.004871382,yes
245,22.98166667,28.06666667,429,1070.333333,0.004874454,yes
246,22.945,28.1,429,1074,0.004869381,yes
247,23,28.1,429,1086.25,0.004885751,yes
248,22.956,28.2,429,1089.6,0.004890128,yes
249,22.9725,28.1,429,1085,0.00487756,yes
250,22.945,28.13333333,429,1085,0.004875203,yes
251,23,28.2,429,1088,0.004903275,yes
252,22.945,28.2,429,1091.75,0.004886846,yes
253,23,28.13333333,429,1091.333333,0.004891592,yes
254,22.912,28.1,429,1088.2,0.004859583,yes
255,22.89,28.1,429,1087.5,0.00485306,yes
256,22.89,27.956,432,1079.2,0.004827998,yes
257,22.865,27.84,432.75,1077.25,0.004800476,yes
258,22.87333333,27.68333333,439,1064.166667,0.004775684,yes
259,22.87333333,27.6,429,1056.4,0.004761198,yes
260,22.89,27.6,432.75,1043.6,0.004766045,yes
261,22.815,27.445,432.75,1039.5,0.004717422,yes
262,22.84,27.37333333,436.5,1028.666667,0.0047122,yes
263,22.79,27.365,438,1020.4,0.00469639,yes
264,22.79,27.2,444,1018,0.004667861,yes
265,22.79,27.17142857,435.4285714,1015.142857,0.004662921,yes
266,22.79,27.06666667,434,1006.333333,0.004644808,yes
267,22.79,27.02,432,1002.6,0.00463674,yes
268,22.772,26.934,438,993.2,0.004616793,yes
269,22.76,26.82333333,439,983.3333333,0.004594315,yes
270,22.7,26.754,432,976.2,0.004565583,yes
271,22.7225,26.7,432.75,980.75,0.004562569,yes
272,22.7,26.68333333,434,971.3333333,0.004553435,yes
273,22.7,26.53333333,444,966.6666667,0.004527652,yes
274,22.7,26.46333333,444,963,0.00451562,yes
275,22.7,26.445,441.5,952.3333333,0.004512469,yes
276,22.7,26.34,444,948,0.004494423,yes
277,22.7,26.26,444,945,0.004480674,yes
278,22.7,26.2,441,941.6,0.004470363,yes
279,22.7,26.16,438,929.8,0.004463489,yes
280,22.7,26.02,441,923.8,0.004439431,yes
281,22.7,26.1,440.25,919,0.004453178,yes
282,22.7,26,439,918.25,0.004435995,yes
283,22.7,25.934,438,919.4,0.004424654,yes
284,22.7,25.92666667,439,927.3333333,0.004423394,yes
285,22.7,25.815,432.75,920.25,0.004404207,yes
286,22.68,25.772,432,902.4,0.004391449,yes
287,22.64,25.696,429,904.4,0.004367718,yes
288,22.6,25.575,429,897,0.00433639,yes
289,22.66666667,25.6,429,892,0.004358383,yes
290,22.6,25.525,433.5,882.5,0.004327853,yes
291,22.62,25.476,436.2,887.2,0.004324772,yes
292,22.625,25.55,442.5,889.25,0.004338748,yes
293,22.6,25.39,443.4,889.2,0.004304805,yes
294,22.65,25.42,438,880.75,0.00432312,yes
295,22.6,25.2675,442.5,868.75,0.004283893,yes
296,22.6,25.218,439.8,861,0.004275443,yes
297,22.6,25.2,439.8,860.6,0.00427237,yes
298,22.6,25.2,435.5,864,0.00427237,yes
299,22.6,25.15,430.75,859,0.004263835,yes
300,22.6,25.14,440.6,854.4,0.004262128,yes
301,22.6,25.15,428.2,847.4,0.004263835,yes
302,22.6,25.04,432.2,837.2,0.004245059,yes
303,22.6,25.05,431.75,834.75,0.004246766,yes
304,22.6,25.06,429.2,832.4,0.004248472,yes
305,22.6,25,433,832,0.004238231,yes
306,22.6,25,433,836.25,0.004238231,yes
307,22.6,25,428.2,832.6,0.004238231,yes
308,22.6,25.025,428.25,821.5,0.004242498,yes
309,22.6,25.1,425.4,832.4,0.0042553,yes
310,22.6,25.08,429.2,832.4,0.004251886,yes
311,22.56,25.02,433,830.75,0.004231284,yes
312,22.58,25.08,433,821.5,0.00424669,yes
313,22.575,25.075,433,818.25,0.00424454,yes
314,22.56,24.912,433,819.8,0.004212896,yes
315,22.55,25.2,433,822.5,0.004259328,yes
316,22.6,24.9175,433,818,0.00422415,yes
317,22.58,25.06,433,812.8,0.004243281,yes
318,22.56666667,24.90833333,433,816.5,0.004213989,yes
319,22.525,24.945,433,822.25,0.004209495,yes
320,22.54,24.89,433,825,0.004204006,yes
321,22.5,24.865,433,816.5,0.004189492,yes
322,22.5,24.9175,433,811.5,0.004198397,yes
323,22.5,24.91166667,433,811,0.004197408,yes
324,22.56,24.81,433,812.2,0.00419553,yes
325,22.525,24.89,426,814.25,0.004200151,yes
326,22.52,24.976,430.2,824,0.004213473,yes
327,22.575,25.075,433,834.5,0.00424454,yes
328,22.6,25,433,837,0.004238231,yes
329,22.6,25.02142857,433,841.1666667,0.004241889,yes
330,22.6,25.04285714,433,845.3333333,0.004245546,yes
331,22.6,25.1,433,854.75,0.0042553,yes
332,22.6,25.1,428.3333333,850.3333333,0.0042553,yes
333,22.6,25.08,424.6,845.4,0.004251886,yes
334,22.6,25.16666667,433,854.3333333,0.00426668,yes
335,22.6,25.06666667,428.3333333,849.3333333,0.00424961,no
336,22.6,25.2,422.5,853,0.00427237,no
337,22.6,25.2,423.6666667,853,0.00427237,no
338,22.54,25.16,424.6,852,0.004249921,no
339,22.54,25.16,427.4,853.6,0.004249921,no
340,22.54,25.14,421.8,845.6,0.00424652,no
341,22.525,25.1,426,834.25,0.004235829,no
342,22.5,25.04,421.8,826.4,0.004219178,no
343,22.5,25,419,819.6,0.004212392,no
344,22.5,25,419,829.6,0.004212392,no
345,22.5,25,419,824,0.004212392,no
346,22.5,24.912,419,814.2,0.004197464,no
347,22.5,24.89,419,813.5,0.004193733,no
348,22.5,24.89,419,813.8,0.004193733,no
349,22.5,24.89,419,811,0.004193733,no
350,22.478,24.87,419,804.6,0.004184704,no
351,22.456,24.83,419,807.8,0.004172308,no
352,22.5,24.85666667,419,802.3333333,0.004188079,no
353,22.4175,24.7475,419,796.75,0.004148566,no
354,22.456,24.81,419,794.4,0.004168925,no
355,22.39,24.7,419,790.6,0.004133586,no
356,22.4175,24.7225,419,789.75,0.004144348,no
357,22.39,24.7,419,782.2,0.004133586,no
358,22.39,24.7225,419,772.25,0.004137377,yes
359,22.39,24.71708333,419,772.925,0.004136464,yes
360,22.39,24.71166667,419,773.6,0.004135552,yes
361,22.39,24.625,419,773.75,0.004120952,yes
362,22.39,24.754,416.2,771.8,0.004142684,yes
363,22.39,24.912,418.6,782.8,0.004169303,yes
364,22.39,25.245,415,796.5,0.004225413,yes
365,22.39,25.0925,310.25,809,0.004199716,yes
366,22.39,25,0,805.5,0.00418413,no
367,22.35,24.978,0,791.4,0.004170196,no
368,22.32333333,25,0,779.3333333,0.004167082,no
369,22.365,24.9725,0,780.75,0.004173103,no
370,22.315,24.89,0,781.75,0.004146508,no
371,22.29,24.9175,0,781,0.004144767,no
372,22.29,24.912,0,778.4,0.004143846,no
373,22.26,24.85666667,0,769.3333333,0.004126988,no
374,22.254,24.85,0,766.5,0.004124357,no
375,22.23,24.79333333,0,763.25,0.004108841,no
376,22.26,24.82333333,0,762.3333333,0.004121417,no
377,22.2,24.79,0,761.5,0.004100737,no
378,22.2,24.79,0,761,0.004100737,no
379,22.2,24.736,0,757,0.004091746,no
380,22.2,24.79,0,752.3333333,0.004100737,no
381,22.13333333,24.7,0,748.6666667,0.004069084,no
382,22.1,24.7,0,746.25,0.004060772,no
383,22.15,24.7225,0,745.25,0.00407698,no
384,22.1,24.7,0,740.6666667,0.004060772,no
385,22.1,24.7,0,738,0.004060772,no
386,22.13333333,24.7,0,732.6666667,0.004069084,no
387,22.1,24.7,0,727,0.004060772,no
388,22.1,24.675,0,716,0.004056635,no
389,22.06666667,24.66666667,0,723.25,0.004046971,no
390,22.06666667,24.66666667,0,718.3333333,0.004046971,no
391,22,24.58,0,716.6,0.004016193,no
392,21.978,24.6,0,714,0.004014056,no
393,21.978,24.56,0,714.2,0.004007487,no
394,21.945,24.6,0,715,0.00400593,no
395,21.92666667,24.5,0,706.6666667,0.003985052,no
396,21.89,24.5,0,706,0.003976085,no
397,21.89,24.525,0,698.75,0.003980169,no
398,21.89,24.5,0,692.5,0.003976085,no
399,21.89,24.5,0,694.75,0.003976085,no
400,21.815,24.4175,0,697.25,0.003944389,no
401,21.82333333,24.46333333,0,692,0.003953865,no
402,21.79,24.39,0,691,0.003933868,no
403,21.79,24.39,0,689.75,0.003933868,no
404,21.79,24.39,0,689,0.003933868,no
405,21.7675,24.39,0,687,0.00392843,no
406,21.7675,24.365,0,679.75,0.003924377,no
407,21.754,24.35,0,668.4,0.003918692,no
408,21.7,24.29,0,665.6666667,0.003896013,no
409,21.7,24.29,0,664.75,0.003896013,no
410,21.7,24.29,0,668,0.003896013,no
411,21.7,24.29,0,661.25,0.003896013,no
412,21.64,24.236,0,658.2,0.003872972,no
413,21.6,24.2,0,656,0.003857673,no
414,21.6,24.2,0,654.8,0.003857673,no
415,21.6,24.2225,0,653.75,0.003861282,no
416,21.5,24.26,0,650.3333333,0.003843552,no
417,21.5,24.2,0,650.75,0.003833988,no
418,21.55,24.2,0,648.25,0.003845814,no
419,21.5,24.2,0,640.3333333,0.003833988,no
420,21.5,24.2,0,638,0.003833988,no
421,21.5,24.2,0,636.25,0.003833988,no
422,21.5,24.2,0,636.3333333,0.003833988,no
423,21.5,24.15,0,635.75,0.003826018,no
424,21.5,24.175,0,635.5,0.003830003,no
425,21.5,24.125,0,627.5,0.003822033,no
426,21.5,24.15,0,626.25,0.003826018,no
427,21.5,24.125,0,621.5,0.003822033,no
428,21.5,24.1,0,621.75,0.003818048,no
429,21.5,24.1,0,620.6666667,0.003818048,no
430,21.5,24.1,0,617,0.003818048,no
431,21.5,24.1,0,612.75,0.003818048,no
432,21.4725,24.075,0,614.5,0.003807606,no
433,21.39,24,0,617.3333333,0.003776419,no
434,21.42666667,23.92666667,0,614.25,0.00377333,no
435,21.39,23.9725,0,610.75,0.003772066,no
436,21.39,23.9175,0,603,0.003763359,no
437,21.39,23.945,0,603.5,0.003767713,no
438,21.365,23.89,0,602,0.003753216,no
439,21.32333333,24,0,605.6666667,0.003760925,no
440,21.34,23.9725,0,604.5,0.003760453,no
441,21.315,23.9725,0,599,0.003754659,no
442,21.35666667,24,0,600,0.003768665,no
443,21.39,23.9725,0,596.5,0.003772066,no
444,21.315,23.89,0,597.5,0.00374166,no
445,21.29,23.945,0,594,0.003744546,no
446,21.29,23.9725,0,590.5,0.003748872,no
447,21.29,23.89,0,586.6666667,0.003735893,no
448,21.29,23.92666667,0,588,0.003741662,no
449,21.29,23.89,0,585.5,0.003735893,no
450,21.29,23.89,0,584.5,0.003735893,no
451,21.254,23.85,0,587.2,0.003721325,no
452,21.23,23.82333333,0,585,0.003711637,no
453,21.218,23.81,0,579.4,0.0037068,no
454,21.2,23.79,0,579.3333333,0.003699555,no
455,21.2,23.79,0,581.6,0.003699555,no
456,21.2,23.79,0,581.6666667,0.003699555,no
457,21.2,23.79,0,577.5,0.003699555,no
458,21.2,23.79,0,577.3333333,0.003699555,no
459,21.2,23.7675,0,574.25,0.003696035,no
460,21.2,23.745,0,569,0.003692515,no
461,21.2,23.76,0,565.3333333,0.003694862,no
462,21.2,23.7,0,561.4,0.003685476,no
463,21.2,23.79,0,567.3333333,0.003699555,no
464,21.175,23.7,0,565.3333333,0.003679792,no
465,21.16666667,23.7,0,563.5,0.003677899,no
466,21.125,23.675,0,559,0.003664554,no
467,21.1,23.65,0,559.5,0.003655012,no
468,21.125,23.65,0,550.5,0.003660661,no
469,21.1,23.6,0,553,0.003647239,no
470,21.13333333,23.6,0,552,0.003654757,no
471,21.1,23.6,0,553.25,0.003647239,no
472,21.1,23.6,0,545.75,0.003647239,no
473,21.1,23.6,0,548,0.003647239,no
474,21.1,23.6,0,547,0.003647239,no
475,21.1,23.575,0,545.75,0.003643353,no
476,21.1,23.53333333,0,544,0.003636876,no
477,21.1,23.4725,0,545.5,0.00362742,no
478,21.1,23.4725,0,547,0.00362742,no
479,21.1,23.5,0,545.25,0.003631695,no
480,21.1,23.5,0,541.25,0.003631695,no
481,21.125,23.5,0,540.75,0.003637308,no
482,21.1,23.5,0,533.3333333,0.003631695,no
483,21.13333333,23.5,0,528,0.00363918,no
484,21.1,23.3925,0,537.75,0.003614985,no
485,21.1,23.4725,0,539.5,0.00362742,no
486,21.1,23.5,0,535.25,0.003631695,no
487,21.1,23.5,0,537.25,0.003631695,no
488,21.1,23.5,0,535.25,0.003631695,no
489,21.1,23.5,0,533.4,0.003631695,no
490,21.1,23.5,0,524.5,0.003631695,no
491,21.1,23.434,0,524.8,0.003621436,no
492,21.1,23.39,0,522.6666667,0.003614596,no
493,21.1,23.39,0,521,0.003614596,no
494,21.125,23.39,0,519.75,0.003620183,no
495,21.1,23.39,0,523,0.003614596,no
496,21.1,23.39,0,523,0.003614596,no
497,21.1,23.39,0,519,0.003614596,no
498,21.1,23.365,0,519.5,0.003610711,no
499,21.1,23.39,0,519.75,0.003614596,no
500,21.1,23.365,0,520,0.003610711,no
501,21.1,23.33,0,524.6,0.003605271,no
502,21.075,23.315,0,520.25,0.003597378,no
503,21.075,23.34,0,519,0.003601258,no
504,21.1,23.29,0,523.2,0.003599053,no
505,21.03333333,23.29,0,517.6666667,0.003584258,no
506,21.02,23.29,0,514.2,0.003581305,no
507,21.025,23.29,0,516.5,0.003582412,no
508,21,23.29,0,521,0.00357688,no
509,21,23.29,0,520,0.00357688,no
510,21,23.254,0,517.8,0.00357132,no
511,21,23.26,0,514.3333333,0.003572246,no
512,21,23.2675,0,516.75,0.003573405,no
513,21,23.29,0,520.75,0.00357688,no
514,21,23.29,0,519.3333333,0.00357688,no
515,21,23.29,0,519,0.00357688,no
516,21,23.29,0,509.75,0.00357688,no
517,21,23.29,0,508.5,0.00357688,no
518,20.9725,23.29,0,504.5,0.003570804,no
519,21,23.29,0,506.5,0.00357688,no
520,20.9725,23.29,0,509,0.003570804,no
521,20.96333333,23.29,0,507.25,0.00356878,no
522,21,23.29,0,509.3333333,0.00357688,no
523,20.89,23.2,0,509.6666667,0.003538822,no
524,20.89,23.245,0,508.25,0.003545725,no
525,20.89,23.2225,0,510.25,0.003542274,no
526,20.89,23.254,0,504,0.003547106,no
527,20.89,23.26,0,499.3333333,0.003548027,no
528,20.89,23.2225,0,495,0.003542274,no
529,20.89,23.2,0,496.25,0.003538822,no
530,20.89,23.2,0,494.75,0.003538822,no
531,20.89,23.2,0,492.5,0.003538822,no
532,20.89,23.2,0,494.25,0.003538822,no
533,20.89,23.2,0,492.3333333,0.003538822,no
534,20.89,23.125,0,493.75,0.003527317,no
535,20.89,23.125,0,484.75,0.003527317,no
536,20.89,23.1,0,489.25,0.003523482,no
537,20.89,23.1,0,494.5,0.003523482,no
538,20.89,23.1,0,495.6666667,0.003523482,no
539,20.89,23.1,0,501.5,0.003523482,no
540,20.89,23.1,0,499.6666667,0.003523482,no
541,20.89,23.1,0,492.5,0.003523482,no
542,20.89,23.1,0,494.25,0.003523482,no
543,20.89,23.1,0,494,0.003523482,no
544,20.9725,23.1,0,489.25,0.003541507,no
545,20.9175,23.1,0,490,0.003529482,no
546,20.89,23.1,0,495.5,0.003523482,no
547,20.89,23.05,0,498,0.003515813,no
548,20.89,23.05,0,495,0.003515813,no
549,20.912,23,0,490.2,0.003512921,no
550,20.92666667,23,0,492.3333333,0.003516109,no
551,20.89,23,0,491.6666667,0.003508143,no
552,20.89,22.956,0,488,0.003501394,no
553,20.934,22.934,0,488,0.003507553,no
554,20.89,23,0,485,0.003508143,no
555,20.89,23,0,490,0.003508143,no
556,20.9175,22.9725,0,489.5,0.003509891,no
557,20.89,22.945,0,485.25,0.003499707,no
558,20.89,22.89,0,485.6666667,0.003491271,no
559,20.9175,22.945,0,485,0.003505665,no
560,20.89,22.956,0,485.2,0.003501394,no
561,20.945,22.89,0,484,0.003503168,no
562,20.89,22.9175,0,483,0.003495489,no
563,20.89,22.89,0,481,0.003491271,no
564,20.89,22.89,0,476.5,0.003491271,no
565,20.89,22.89,0,475,0.003491271,no
566,20.89,22.89,0,476,0.003491271,no
567,20.89,22.89,0,478.5,0.003491271,no
568,20.89,22.89,0,481,0.003491271,no
569,20.89,22.89,0,483,0.003491271,no
570,20.85666667,22.85666667,0,480.25,0.003478976,no
571,20.89,22.89,0,480.25,0.003491271,no
572,20.89,22.865,0,470.75,0.003487436,no
573,20.89,22.89,0,474.75,0.003491271,no
574,20.89,22.865,0,482.25,0.003487436,no
575,20.89,22.89,0,480.3333333,0.003491271,no
576,20.89,22.89,0,480,0.003491271,no
577,20.89,22.84,0,481.5,0.003483602,no
578,20.89,22.84,0,483.5,0.003483602,no
579,20.89,22.79,0,475.6,0.003475933,no
580,20.89,22.76,0,475.3333333,0.003471332,no
581,20.89,22.815,0,477.6666667,0.003479768,no
582,20.89,22.79,0,475.75,0.003475933,no
583,20.89,22.79,0,479.1666667,0.003475933,no
584,20.865,22.7675,0,475,0.003467115,no
585,20.865,22.7675,0,474,0.003467115,no
586,20.89,22.79,0,477.3333333,0.003475933,no
587,20.89,22.79,0,473,0.003475933,no
588,20.89,22.7675,0,470,0.003472482,no
589,20.865,22.675,0,468.75,0.003452951,no
590,20.87,22.718,0,471.4,0.003460606,no
591,20.89,22.7,0,471,0.00346213,no
592,20.89,22.7,0,468,0.00346213,no
593,20.85,22.678,0,468.6,0.003450207,no
594,20.81,22.62,0,467.4,0.003432825,no
595,20.79,22.6,0,469,0.003425529,no
596,20.79,22.65,0,471.25,0.00343315,no
597,20.82333333,22.73,0,470.6666667,0.003452459,no
598,20.79,22.6,0,466.75,0.003425529,no
599,20.79,22.64,0,466.8,0.003431626,no
600,20.79,22.7,0,468.75,0.003440771,no
601,20.79,22.65,0,467.5,0.00343315,no
602,20.79,22.63333333,0,469.6666667,0.00343061,no
603,20.79,22.7,0,469.75,0.003440771,no
604,20.79,22.6,0,469.75,0.003425529,no
605,20.79,22.6,0,467.25,0.003425529,no
606,20.772,22.6,0,461.4,0.003421714,no
607,20.79,22.6,0,469.25,0.003425529,no
608,20.79,22.625,0,468,0.00342934,no
609,20.73,22.6,0,469,0.003412826,no
610,20.79,22.6,0,467.25,0.003425529,no
611,20.79,22.6,0,467.4,0.003425529,no
612,20.79,22.6,0,467.6666667,0.003425529,no
613,20.745,22.6,0,471.5,0.003415998,no
614,20.76,22.6,0,471.6666667,0.003419173,no
615,20.7225,22.6,0,464.75,0.003411242,no
616,20.7225,22.6,0,461.75,0.003411242,no
617,20.7225,22.6,0,458.5,0.003411242,no
618,20.745,22.55,0,459.5,0.003408399,no
619,20.7225,22.55,0,460.5,0.003403653,no
620,20.76,22.56666667,0,465.3333333,0.003414102,no
621,20.7225,22.5,0,465,0.003396065,no
622,20.7225,22.5,0,459,0.003396065,no
623,20.7675,22.5,0,463,0.003405542,no
624,20.745,22.5,0,460.75,0.003400801,no
625,20.7,22.5,0,461.5,0.003391335,no
626,20.7,22.5,0,466,0.003391335,no
627,20.7675,22.5,0,460.25,0.003405542,no
628,20.718,22.52,0,457.4,0.003398153,no
629,20.7,22.5,0,464.6,0.003391335,no
630,20.73,22.5,0,464.3333333,0.003397643,no
631,20.7,22.5,0,459.3333333,0.003391335,no
632,20.7,22.5,0,459.75,0.003391335,no
633,20.7225,22.5,0,459.25,0.003396065,no
634,20.7,22.5,0,463,0.003391335,no
635,20.7225,22.445,0,461.5,0.003387718,no
636,20.7,22.5,0,454.5,0.003391335,no
637,20.7,22.5,0,458.3333333,0.003391335,no
638,20.718,22.5,0,463,0.003395119,no
639,20.7,22.5,0,463.75,0.003391335,no
640,20.7,22.456,0,460.6,0.003384667,no
641,20.7,22.5,0,455.25,0.003391335,no
642,20.7,22.5,0,455.6666667,0.003391335,no
643,20.7,22.5,0,456.25,0.003391335,no
644,20.7,22.42666667,0,459.6666667,0.003380222,no
645,20.7,22.5,0,462,0.003391335,no
646,20.7225,22.4725,0,460.25,0.003391892,no
647,20.718,22.434,0,462,0.003385105,no
648,20.73,22.39,0,461,0.003380942,no
649,20.7,22.39,0,461.6666667,0.003374666,no
650,20.745,22.39,0,460.25,0.003384084,no
651,20.7225,22.365,0,456.25,0.003375578,no
652,20.745,22.39,0,457.5,0.003384084,no
653,20.772,22.37,0,455.8,0.003386702,no
654,20.76,22.39,0,455,0.003387229,no
655,20.7675,22.365,0,451.25,0.003384998,no
656,20.745,22.39,0,453.75,0.003384084,no
657,20.736,22.39,0,456.2,0.003382199,no
658,20.73,22.35666667,0,453.6666667,0.003375881,no
659,20.7,22.34,0,452.75,0.003367089,no
660,20.76,22.35666667,0,454,0.003382159,no
661,20.745,22.39,0,452.5,0.003384084,no
662,20.73,22.39,0,456,0.003380942,no
663,20.745,22.34,0,451.5,0.003376486,no
664,20.7,22.37,0,449.8,0.003371635,no
665,20.7,22.365,0,449.25,0.003370877,no
666,20.7,22.365,0,452.25,0.003370877,no
667,20.7225,22.34,0,451.25,0.003371784,no
668,20.7,22.34,0,453,0.003367089,no
669,20.7,22.39,0,453.25,0.003374666,no
670,20.7,22.315,0,456.6666667,0.0033633,no
671,20.7,22.29,0,455.75,0.003359512,no
672,20.7,22.365,0,458,0.003370877,no
673,20.7,22.34,0,458.75,0.003367089,no
674,20.7,22.29,0,455.5,0.003359512,no
675,20.7,22.29,0,455,0.003359512,no
676,20.7,22.29,0,453.3333333,0.003359512,no
677,20.7,22.33,0,454.6,0.003365573,no
678,20.7,22.29,0,457.5,0.003359512,no
679,20.7,22.29,0,449.6666667,0.003359512,no
680,20.7,22.29,0,452,0.003359512,no
681,20.7,22.29,0,453.5,0.003359512,no
682,20.7,22.29,0,452,0.003359512,no
683,20.7,22.29,0,450.6,0.003359512,no
684,20.7,22.29,0,450.6666667,0.003359512,no
685,20.7,22.29,0,451,0.003359512,no
686,20.7,22.29,0,454.5,0.003359512,no
687,20.7,22.29,0,457.25,0.003359512,no
688,20.7,22.315,0,456,0.0033633,no
689,20.675,22.29,0,456.5,0.003354313,no
690,20.675,22.29,0,453.5,0.003354313,no
691,20.7,22.29,0,454.25,0.003359512,no
692,20.675,22.22,0,454,0.003343722,no
693,20.675,22.2675,0,451,0.003350909,no
694,20.66666667,22.26,0,450.25,0.003348045,no
695,20.625,22.2225,0,449.75,0.003333756,no
696,20.675,22.2675,0,452,0.003350909,no
697,20.65,22.245,0,452.5,0.003342324,no
698,20.64,22.236,0,454,0.003338894,no
